date,channel,spend,impressions,clicks,conversions,revenue
2025-04-05,Organic,0.0,3964,59,0,0.0
2025-04-06,Google Ads,1114.9,82236,3994,248,17886.57
2025-04-06,Meta Ads,896.98,68272,2007,104,8078.41
2025-04-06,LinkedIn Ads,502.74,62094,2008,78,6365.27
2025-04-06,Email,142.68,18241,338,30,3441.76
2025-04-06,Organic,0.0,3428,178,4,394.21
2025-04-07,Google Ads,806.75,98851,2205,138,10367.37
2025-04-07,Meta Ads,631.09,69777,3681,189,11129.07
2025-04-07,LinkedIn Ads,399.65,37210,1846,72,5044.07
2025-04-07,Email,118.15,12768,585,54,3515.86
2025-04-07,Organic,0.0,3623,177,5,339.59
2025-04-08,Google Ads,1133.8,94042,3960,250,15423.4
2025-04-08,Meta Ads,843.13,65929,2707,138,14059.65
2025-04-08,LinkedIn Ads,281.06,31701,728,32,2562.26
2025-04-08,Email,138.1,12714,220,20,1399.34
2025-04-08,Organic,0.0,3567,67,0,0.0
2025-04-09,Google Ads,939.71,67551,3002,188,17838.47
2025-04-09,Meta Ads,651.79,56053,2466,129,9898.99
2025-04-09,LinkedIn Ads,230.38,19165,388,14,1238.65
2025-04-09,Email,152.94,11406,345,29,2261.34
2025-04-09,Organic,0.0,5962,93,4,295.47
2025-04-10,Google Ads,413.65,38181,574,36,3593.88
2025-04-10,Meta Ads,463.5,59536,2910,149,14178.02
2025-04-10,LinkedIn Ads,172.65,15223,268,8,590.82
2025-04-10,Email,96.09,9517,427,37,3122.15
2025-04-10,Organic,0.0,4125,225,5,305.47
2025-04-11,Google Ads,1190.69,123447,5688,350,33228.03
2025-04-11,Meta Ads,548.41,58780,2988,148,14499.73
2025-04-11,LinkedIn Ads,490.34,39145,1593,62,6426.16
2025-04-11,Email,93.04,9520,165,16,1627.35
2025-04-11,Organic,0.0,4552,158,0,0.0
2025-04-12,Google Ads,742.74,94286,5043,304,28825.22
2025-04-12,Meta Ads,732.31,84693,3123,152,9923.93
2025-04-12,LinkedIn Ads,508.72,50302,2560,97,7024.71
2025-04-12,Email,132.08,17131,618,57,3905.61
2025-04-12,Organic,0.0,4819,194,0,0.0
2025-04-13,Google Ads,906.98,75412,2515,148,10754.2
2025-04-13,Meta Ads,930.47,104118,3207,155,12436.16
2025-04-13,LinkedIn Ads,327.09,27450,914,36,3363.65
2025-04-13,Email,132.52,14071,681,56,5826.53
2025-04-13,Organic,0.0,5727,138,0,0.0
2025-04-14,Google Ads,1098.52,124937,2350,132,10355.29
2025-04-14,Meta Ads,688.43,68053,2824,130,9787.29
2025-04-14,LinkedIn Ads,474.42,61482,1032,36,2709.34
2025-04-14,Email,159.64,14933,674,51,5105.75
2025-04-14,Organic,0.0,2773,151,5,281.29
2025-04-15,Google Ads,1153.4,143175,7172,393,36276.83
2025-04-15,Meta Ads,815.07,68238,3633,164,11812.22
2025-04-15,LinkedIn Ads,363.55,41134,1543,51,2939.3
2025-04-15,Email,97.15,11694,242,21,1737.06
2025-04-15,Organic,0.0,4701,238,7,552.43
2025-04-16,Google Ads,818.8,67371,2603,131,10052.83
2025-04-16,Meta Ads,520.41,63126,1469,64,6121.26
2025-04-16,LinkedIn Ads,526.56,63266,1789,59,5932.79
2025-04-16,Email,142.22,15541,327,25,2519.7
2025-04-16,Organic,0.0,5819,154,2,189.98
2025-04-17,Google Ads,1275.58,134478,2347,126,13293.32
2025-04-17,Meta Ads,552.25,45303,1048,44,3594.72
2025-04-17,LinkedIn Ads,340.62,38797,1576,49,5254.8
2025-04-17,Email,105.57,11251,572,41,3936.54
2025-04-17,Organic,0.0,2705,54,0,0.0
2025-04-18,Google Ads,957.12,75589,2284,117,12572.88
2025-04-18,Meta Ads,611.7,43577,1122,42,3653.85
2025-04-18,LinkedIn Ads,367.52,33702,1785,61,4339.09
2025-04-18,Email,129.91,13458,622,43,4002.53
2025-04-18,Organic,0.0,3604,188,4,393.26
2025-04-19,Google Ads,827.85,103696,4436,220,20897.55
2025-04-19,Meta Ads,773.78,66888,3162,125,8562.21
2025-04-19,LinkedIn Ads,443.95,50443,1890,60,5094.96
2025-04-19,Email,140.06,13002,279,21,2052.47
2025-04-19,Organic,0.0,4437,69,0,0.0
2025-04-20,Google Ads,1009.38,121727,2300,112,9610.59
2025-04-20,Meta Ads,1211.59,136147,4951,189,19891.51
2025-04-20,LinkedIn Ads,381.92,29449,1574,44,4017.56
2025-04-20,Email,110.91,13146,553,35,3507.83
2025-04-20,Organic,0.0,5593,234,2,193.16
2025-04-21,Google Ads,1150.11,137977,7070,337,28997.57
2025-04-21,Meta Ads,588.04,51311,1399,56,3487.32
2025-04-21,LinkedIn Ads,521.77,49188,872,24,1786.68
2025-04-21,Email,147.96,14199,602,40,3302.01
2025-04-21,Organic,0.0,5106,154,1,90.1
2025-04-22,Google Ads,1051.08,111484,6088,286,26130.99
2025-04-22,Meta Ads,670.58,83745,1294,50,4218.25
2025-04-22,LinkedIn Ads,411.31,52950,1970,56,5046.55
2025-04-22,Email,81.37,6694,239,16,1191.68
2025-04-22,Organic,0.0,4645,159,0,0.0
2025-04-23,Google Ads,946.64,100549,1817,85,6527.98
2025-04-23,Meta Ads,652.46,69123,2761,103,10036.94
2025-04-23,LinkedIn Ads,481.14,54079,2130,61,4157.87
2025-04-23,Email,92.47,9789,485,34,3063.7
2025-04-23,Organic,0.0,5438,249,1,106.46
2025-04-24,Google Ads,931.96,86800,4552,213,20345.73
2025-04-24,Meta Ads,711.72,59235,2608,103,9832.83
2025-04-24,LinkedIn Ads,464.63,46408,2075,60,5755.24
2025-04-24,Email,110.32,8280,391,27,2415.34
2025-04-24,Organic,0.0,4926,216,3,251.1
2025-04-25,Google Ads,1252.85,105892,4612,223,20156.47
2025-04-25,Meta Ads,799.39,56616,1411,53,3812.94
2025-04-25,LinkedIn Ads,570.5,60703,2544,76,6924.98
2025-04-25,Email,133.58,15946,834,55,4845.59
2025-04-25,Organic,0.0,4493,159,4,294.83
2025-04-26,Google Ads,590.39,69656,1974,95,7475.94
2025-04-26,Meta Ads,938.46,114889,4655,186,19359.04
2025-04-26,LinkedIn Ads,284.64,33313,1058,33,3547.02
2025-04-26,Email,120.01,12713,292,17,1859.67
2025-04-26,Organic,0.0,3374,116,1,106.65
2025-04-27,Google Ads,617.29,49117,1052,54,5230.2
2025-04-27,Meta Ads,759.51,90265,3827,156,11827.37
2025-04-27,LinkedIn Ads,291.48,29410,1071,32,2071.48
2025-04-27,Email,80.33,9616,447,33,2678.8
2025-04-27,Organic,0.0,5960,167,3,155.13
2025-04-28,Google Ads,848.3,87545,3075,157,14210.42
2025-04-28,Meta Ads,645.13,71362,3462,147,13833.11
2025-04-28,LinkedIn Ads,605.65,48223,2022,64,5973.29
2025-04-28,Email,92.44,7744,152,13,1284.1
2025-04-28,Organic,0.0,5589,150,0,0.0
2025-04-29,Google Ads,1253.75,154086,3060,161,16387.1
2025-04-29,Meta Ads,1020.94,78719,1847,78,6033.62
2025-04-29,LinkedIn Ads,318.46,28706,1291,41,3643.99
2025-04-29,Email,121.15,11494,519,40,3874.64
2025-04-29,Organic,0.0,4459,192,3,196.63
2025-04-30,Google Ads,1128.43,121740,4419,242,21484.17
2025-04-30,Meta Ads,539.55,41562,1184,54,3937.09
2025-04-30,LinkedIn Ads,352.71,43645,1011,32,1431.3
2025-04-30,Email,127.79,9084,424,33,2426.33
2025-04-30,Organic,0.0,5778,291,7,496.23
2025-05-01,Google Ads,978.71,109455,4937,281,28370.24
2025-05-01,Meta Ads,682.61,56114,1127,52,3009.18
2025-05-01,LinkedIn Ads,533.18,50264,1727,62,5235.76
2025-05-01,Email,114.05,12415,193,14,1048.66
2025-05-01,Organic,0.0,5081,173,4,295.07
2025-05-02,Google Ads,934.79,120496,3978,234,20917.21
2025-05-02,Meta Ads,701.4,58842,3101,147,11235.12
2025-05-02,LinkedIn Ads,415.1,44210,1912,70,4424.56
2025-05-02,Email,78.09,5678,164,13,1231.98
2025-05-02,Organic,0.0,3397,140,2,169.8
2025-05-03,Google Ads,1034.73,106478,1880,113,10380.09
2025-05-03,Meta Ads,954.77,111629,5031,246,26114.59
2025-05-03,LinkedIn Ads,440.98,47285,2113,78,6111.64
2025-05-03,Email,105.62,13035,586,51,4573.15
2025-05-03,Organic,0.0,5446,176,4,364.73
2025-05-04,Google Ads,1257.56,111186,3513,215,15678.69
2025-05-04,Meta Ads,963.45,101460,2274,115,10267.22
2025-05-04,LinkedIn Ads,439.9,50476,1883,74,5135.28
2025-05-04,Email,127.21,12292,406,35,3260.27
2025-05-04,Organic,0.0,4609,196,4,336.83
2025-05-05,Google Ads,580.05,49983,1131,72,5025.62
2025-05-05,Meta Ads,822.71,86975,2225,115,10701.63
2025-05-05,LinkedIn Ads,471.26,38296,709,29,2052.0
2025-05-05,Email,163.04,15642,254,22,2032.21
2025-05-05,Organic,0.0,4040,162,4,368.23
2025-05-06,Google Ads,594.49,59955,2664,166,18832.88
2025-05-06,Meta Ads,573.45,43387,1948,101,9940.94
2025-05-06,LinkedIn Ads,460.25,32375,1088,45,2638.22
2025-05-06,Email,139.15,12396,662,60,5066.81
2025-05-06,Organic,0.0,3007,123,4,419.74
2025-05-07,Google Ads,987.03,102457,4096,261,23161.04
2025-05-07,Meta Ads,882.89,92577,5057,260,28197.31
2025-05-07,LinkedIn Ads,318.16,26640,1035,44,3982.65
2025-05-07,Email,57.0,4713,258,24,2358.68
2025-05-07,Organic,0.0,4444,156,5,398.38
2025-05-08,Google Ads,783.14,85092,4592,290,25063.93
2025-05-08,Meta Ads,569.0,65360,3098,157,12428.52
2025-05-08,LinkedIn Ads,409.31,39774,2106,83,7265.5
2025-05-08,Email,107.98,7720,168,11,596.69
2025-05-08,Organic,0.0,3031,161,1,130.93
2025-05-09,Google Ads,651.78,68017,1773,110,9599.33
2025-05-09,Meta Ads,833.92,88037,2570,130,10759.44
2025-05-09,LinkedIn Ads,493.16,60645,2508,100,9143.19
2025-05-09,Email,109.77,13519,309,26,2598.44
2025-05-09,Organic,0.0,4034,80,0,0.0
2025-05-10,Google Ads,1094.92,117309,6174,386,30238.34
2025-05-10,Meta Ads,757.64,68831,2231,116,8109.89
2025-05-10,LinkedIn Ads,367.52,37895,1765,71,4763.7
2025-05-10,Email,110.96,10929,188,19,891.84
2025-05-10,Organic,0.0,4540,243,2,156.12
2025-05-11,Google Ads,762.14,67040,1629,101,8006.99
2025-05-11,Meta Ads,598.47,54652,2293,113,10167.85
2025-05-11,LinkedIn Ads,488.12,38705,708,26,1461.94
2025-05-11,Email,115.5,11989,565,50,3452.74
2025-05-11,Organic,0.0,3947,107,2,166.97
2025-05-12,Google Ads,970.44,90971,3967,237,17073.63
2025-05-12,Meta Ads,457.9,37292,1077,53,4521.65
2025-05-12,LinkedIn Ads,292.09,21234,425,17,1831.79
2025-05-12,Email,130.74,16528,258,17,1951.72
2025-05-12,Organic,0.0,4748,164,6,504.42
2025-05-13,Google Ads,1114.08,105178,2958,171,18543.81
2025-05-13,Meta Ads,652.05,50573,1155,58,6344.58
2025-05-13,LinkedIn Ads,621.88,52106,1933,71,7607.94
2025-05-13,Email,84.97,6667,252,20,1448.82
2025-05-13,Organic,0.0,5983,207,6,492.33
2025-05-14,Google Ads,1210.9,125359,3741,215,16040.13
2025-05-14,Meta Ads,840.13,106136,5387,252,18104.97
2025-05-14,LinkedIn Ads,214.77,27771,444,17,1479.53
2025-05-14,Email,69.95,7086,273,23,2426.21
2025-05-14,Organic,0.0,5485,256,7,667.33
2025-05-15,Google Ads,868.09,79060,1482,79,7697.52
2025-05-15,Meta Ads,695.22,50336,1341,59,4366.39
2025-05-15,LinkedIn Ads,393.04,38509,1749,62,5228.39
2025-05-15,Email,83.58,8007,311,27,2147.04
2025-05-15,Organic,0.0,5328,223,2,189.61
2025-05-16,Google Ads,815.1,94888,1891,104,6616.07
2025-05-16,Meta Ads,842.26,102064,5321,230,21941.97
2025-05-16,LinkedIn Ads,357.17,41575,2145,68,6678.69
2025-05-16,Email,166.68,13666,235,22,2155.17
2025-05-16,Organic,0.0,4004,98,3,338.19
2025-05-17,Google Ads,860.5,63650,1003,53,4582.96
2025-05-17,Meta Ads,926.78,107983,2632,110,9244.09
2025-05-17,LinkedIn Ads,409.18,51552,1320,43,4672.89
2025-05-17,Email,149.56,13319,651,47,4668.49
2025-05-17,Organic,0.0,5870,167,7,544.17
2025-05-18,Google Ads,436.34,41949,1962,99,7368.02
2025-05-18,Meta Ads,623.48,55358,2711,111,9481.29
2025-05-18,LinkedIn Ads,392.46,32146,694,23,2230.17
2025-05-18,Email,90.39,7807,223,17,1418.16
2025-05-18,Organic,0.0,4102,102,6,476.5
2025-05-19,Google Ads,1085.57,113630,5814,285,26645.02
2025-05-19,Meta Ads,822.33,60306,921,38,2593.07
2025-05-19,LinkedIn Ads,229.26,28216,1434,41,3318.85
2025-05-19,Email,137.82,15361,397,27,2095.43
2025-05-19,Organic,0.0,5949,232,4,355.3
2025-05-20,Google Ads,887.28,68334,2889,135,13045.93
2025-05-20,Meta Ads,940.11,98726,3021,117,9715.18
2025-05-20,LinkedIn Ads,308.76,37786,1357,41,3029.04
2025-05-20,Email,169.82,17599,927,64,5145.69
2025-05-20,Organic,0.0,2691,51,0,0.0
2025-05-21,Google Ads,1241.19,89299,3692,175,12376.21
2025-05-21,Meta Ads,713.56,57335,2162,84,6944.37
2025-05-21,LinkedIn Ads,209.22,15277,261,6,472.78
2025-05-21,Email,176.63,14764,584,41,2533.41
2025-05-21,Organic,0.0,5241,266,4,348.8
2025-05-22,Google Ads,931.69,74067,1264,59,3966.89
2025-05-22,Meta Ads,734.53,88199,2587,99,9655.69
2025-05-22,LinkedIn Ads,369.82,38679,1758,51,3788.4
2025-05-22,Email,146.91,12083,189,11,972.24
2025-05-22,Organic,0.0,2906,105,1,77.29
2025-05-23,Google Ads,641.85,70208,3780,176,19509.95
2025-05-23,Meta Ads,787.34,58347,1849,71,5069.04
2025-05-23,LinkedIn Ads,417.98,31184,910,28,1462.18
2025-05-23,Email,154.32,18520,881,56,5919.06
2025-05-23,Organic,0.0,4910,262,7,557.54
2025-05-24,Google Ads,1424.99,123526,2924,141,12970.99
2025-05-24,Meta Ads,392.96,28194,1446,54,4154.09
2025-05-24,LinkedIn Ads,585.12,44318,1227,37,3641.2
2025-05-24,Email,105.1,7673,257,14,980.83
2025-05-24,Organic,0.0,5523,171,3,328.43
2025-05-25,Google Ads,735.07,83716,4016,195,17259.52
2025-05-25,Meta Ads,656.51,67238,3280,124,8462.03
2025-05-25,LinkedIn Ads,381.42,46018,1581,48,2675.21
2025-05-25,Email,124.31,12975,363,25,2282.35
2025-05-25,Organic,0.0,3308,77,1,89.53
2025-05-26,Google Ads,658.83,61228,2435,118,12658.84
2025-05-26,Meta Ads,657.7,85407,1934,72,4643.93
2025-05-26,LinkedIn Ads,303.65,22452,1133,33,2753.17
2025-05-26,Email,38.9,4862,223,16,1106.78
2025-05-26,Organic,0.0,2994,135,0,0.0
2025-05-27,Google Ads,645.15,54211,864,44,3493.38
2025-05-27,Meta Ads,611.23,74633,3885,158,13178.26
2025-05-27,LinkedIn Ads,408.35,38210,616,18,1480.75
2025-05-27,Email,120.93,14178,386,28,2168.38
2025-05-27,Organic,0.0,3856,145,7,731.53
2025-05-28,Google Ads,774.06,78018,1777,92,7566.55
2025-05-28,Meta Ads,553.92,44202,1055,42,3029.37
2025-05-28,LinkedIn Ads,255.82,22200,627,22,2147.7
2025-05-28,Email,131.09,15146,667,53,4380.95
2025-05-28,Organic,0.0,3959,84,4,358.79
2025-05-29,Google Ads,763.54,60285,1550,83,5617.82
2025-05-29,Meta Ads,393.43,43584,752,32,2520.34
2025-05-29,LinkedIn Ads,305.43,33135,841,29,2029.04
2025-05-29,Email,97.43,9224,227,19,1761.95
2025-05-29,Organic,0.0,3532,130,3,348.66
2025-05-30,Google Ads,955.33,73595,1601,82,8496.28
2025-05-30,Meta Ads,577.02,57947,2347,102,5511.01
2025-05-30,LinkedIn Ads,553.97,55421,2260,81,6816.32
2025-05-30,Email,108.52,9412,189,15,1085.12
2025-05-30,Organic,0.0,2805,70,0,0.0
2025-05-31,Google Ads,1024.33,119697,5584,314,28025.71
2025-05-31,Meta Ads,1136.94,83747,2220,104,8753.5
2025-05-31,LinkedIn Ads,516.05,56318,1410,48,3241.34
2025-05-31,Email,138.27,10691,460,38,2526.28
2025-05-31,Organic,0.0,4559,128,2,169.32
2025-06-01,Google Ads,858.24,61510,2476,143,15250.86
2025-06-01,Meta Ads,313.88,25260,677,32,2757.03
2025-06-01,LinkedIn Ads,562.22,56231,999,41,3605.73
2025-06-01,Email,96.07,8689,449,35,2828.23
2025-06-01,Organic,0.0,2535,138,4,382.11
2025-06-02,Google Ads,1096.57,117189,4482,267,26067.36
2025-06-02,Meta Ads,558.37,41822,2173,104,8254.41
2025-06-02,LinkedIn Ads,343.56,38162,1950,74,6514.54
2025-06-02,Email,112.76,14146,472,37,3138.68
2025-06-02,Organic,0.0,2871,117,0,0.0
2025-06-03,Google Ads,1031.39,81369,1520,89,9343.47
2025-06-03,Meta Ads,739.65,68819,2866,142,6941.24
2025-06-03,LinkedIn Ads,320.43,23695,1200,46,2555.73
2025-06-03,Email,108.16,10663,295,28,2365.31
2025-06-03,Organic,0.0,2507,69,2,141.86
2025-06-04,Google Ads,948.74,105884,4555,281,26127.41
2025-06-04,Meta Ads,763.29,76327,3374,169,15504.42
2025-06-04,LinkedIn Ads,608.6,73639,1682,64,5388.25
2025-06-04,Email,90.53,9517,348,31,2214.61
2025-06-04,Organic,0.0,4986,121,4,368.51
2025-06-05,Google Ads,899.46,100162,2513,156,15398.23
2025-06-05,Meta Ads,429.5,53204,2521,132,12356.66
2025-06-05,LinkedIn Ads,539.96,52900,1195,45,4164.38
2025-06-05,Email,173.89,15914,818,72,7448.4
2025-06-05,Organic,0.0,2759,85,1,108.86
2025-06-06,Google Ads,1052.76,89540,1774,111,10148.15
2025-06-06,Meta Ads,713.5,66120,1155,59,3131.07
2025-06-06,LinkedIn Ads,445.82,57895,1914,75,5077.5
2025-06-06,Email,69.38,5335,268,21,1358.03
2025-06-06,Organic,0.0,4082,161,0,0.0
2025-06-07,Google Ads,388.15,44182,901,54,4168.85
2025-06-07,Meta Ads,613.89,52639,1895,96,7434.88
2025-06-07,LinkedIn Ads,379.76,40709,1747,70,5142.22
2025-06-07,Email,112.16,8635,217,20,1142.07
2025-06-07,Organic,0.0,4334,163,3,291.18
2025-06-08,Google Ads,726.58,57463,1856,115,8470.34
2025-06-08,Meta Ads,730.2,92277,4171,216,19387.56
2025-06-08,LinkedIn Ads,395.41,42627,2052,80,5951.92
2025-06-08,Email,146.96,18583,371,35,2547.9
2025-06-08,Organic,0.0,4235,199,0,0.0
2025-06-09,Google Ads,1018.92,92222,4606,288,16136.45
2025-06-09,Meta Ads,852.29,90873,1450,73,4720.7
2025-06-09,LinkedIn Ads,436.43,52424,1199,47,3026.33
2025-06-09,Email,111.93,9611,337,30,2880.14
2025-06-09,Organic,0.0,5050,196,5,417.66
2025-06-10,Google Ads,1411.3,117461,4701,289,18980.19
2025-06-10,Meta Ads,751.23,55271,2165,108,11753.58
2025-06-10,LinkedIn Ads,469.54,35124,1147,42,3325.75
2025-06-10,Email,107.59,8837,269,23,1761.59
2025-06-10,Organic,0.0,3088,163,2,187.25
2025-06-11,Google Ads,873.81,61551,986,56,5646.66
2025-06-11,Meta Ads,1181.38,153194,3534,172,13788.31
2025-06-11,LinkedIn Ads,135.09,12134,467,20,1080.53
2025-06-11,Email,61.52,7765,422,38,3654.65
2025-06-11,Organic,0.0,5484,118,2,158.98
2025-06-12,Google Ads,1118.29,89678,1543,87,8892.54
2025-06-12,Meta Ads,572.51,54285,2232,105,9017.27
2025-06-12,LinkedIn Ads,405.23,51784,1014,38,2497.16
2025-06-12,Email,118.88,8685,344,30,1944.13
2025-06-12,Organic,0.0,5360,182,2,130.63
2025-06-13,Google Ads,1013.11,121408,2912,164,10182.85
2025-06-13,Meta Ads,402.13,51750,1150,52,5260.76
2025-06-13,LinkedIn Ads,344.59,36079,1742,66,5946.33
2025-06-13,Email,128.46,9451,403,32,2206.42
2025-06-13,Organic,0.0,5139,215,6,687.32
2025-06-14,Google Ads,937.29,108852,5961,326,19250.14
2025-06-14,Meta Ads,1029.57,79950,2507,110,7694.7
2025-06-14,LinkedIn Ads,491.97,51824,2723,97,6432.77
2025-06-14,Email,98.1,10727,246,17,1262.87
2025-06-14,Organic,0.0,5659,252,4,330.38
2025-06-15,Google Ads,974.44,83480,3572,193,20389.96
2025-06-15,Meta Ads,754.8,86123,3393,145,12247.08
2025-06-15,LinkedIn Ads,346.85,36751,1306,41,2353.35
2025-06-15,Email,119.03,13578,216,18,1563.23
2025-06-15,Organic,0.0,4026,152,1,105.67
2025-06-16,Google Ads,818.38,88814,2311,118,8161.01
2025-06-16,Meta Ads,697.32,73418,2029,88,8119.57
2025-06-16,LinkedIn Ads,246.55,21041,591,21,1664.21
2025-06-16,Email,107.9,12671,385,32,2062.81
2025-06-16,Organic,0.0,4568,146,1,88.0
2025-06-17,Google Ads,564.94,49148,1524,76,7984.09
2025-06-17,Meta Ads,906.95,106946,5594,229,22898.0
2025-06-17,LinkedIn Ads,590.33,65375,3417,110,10421.67
2025-06-17,Email,109.08,7957,192,13,1192.92
2025-06-17,Organic,0.0,4134,211,0,0.0
2025-06-18,Google Ads,1352.71,170308,6780,331,20487.22
2025-06-18,Meta Ads,456.09,56179,1182,46,3286.68
2025-06-18,LinkedIn Ads,392.5,42359,1865,58,4064.98
2025-06-18,Email,108.75,8960,246,14,1539.51
2025-06-18,Organic,0.0,5503,141,3,226.46
2025-06-19,Google Ads,846.91,97459,4958,238,19019.33
2025-06-19,Meta Ads,764.76,97413,2928,113,9295.55
2025-06-19,LinkedIn Ads,301.0,25558,707,21,1866.48
2025-06-19,Email,126.38,11140,549,39,3637.22
2025-06-19,Organic,0.0,3017,128,2,180.92
2025-06-20,Google Ads,901.62,98044,3472,159,12656.31
2025-06-20,Meta Ads,572.59,67647,3345,131,8663.29
2025-06-20,LinkedIn Ads,473.14,59967,1650,50,5022.09
2025-06-20,Email,146.17,16175,405,27,2324.51
2025-06-20,Organic,0.0,3115,153,3,299.03
2025-06-21,Google Ads,624.78,65395,1786,86,9184.73
2025-06-21,Meta Ads,680.21,87662,4584,175,16627.61
2025-06-21,LinkedIn Ads,585.19,73342,1516,44,3224.57
2025-06-21,Email,107.29,11449,312,20,1637.5
2025-06-21,Organic,0.0,5598,236,1,96.9
2025-06-22,Google Ads,1124.22,105212,2164,99,8450.48
2025-06-22,Meta Ads,653.77,84040,2501,93,6156.65
2025-06-22,LinkedIn Ads,127.77,15689,552,18,1222.81
2025-06-22,Email,120.73,15570,389,26,1990.9
2025-06-22,Organic,0.0,5665,179,5,396.36
2025-06-23,Google Ads,1014.8,110537,3510,164,9867.79
2025-06-23,Meta Ads,650.04,74836,2657,104,6231.29
2025-06-23,LinkedIn Ads,399.72,50062,1441,43,2746.13
2025-06-23,Email,107.74,7543,389,27,2570.23
2025-06-23,Organic,0.0,3962,178,4,362.09
2025-06-24,Google Ads,692.15,77751,2123,103,8625.25
2025-06-24,Meta Ads,691.13,79231,3441,136,9886.27
2025-06-24,LinkedIn Ads,476.27,41182,1646,48,4012.55
2025-06-24,Email,95.37,10905,463,32,2799.73
2025-06-24,Organic,0.0,5205,258,5,423.33
2025-06-25,Google Ads,972.47,112100,2796,136,12020.55
2025-06-25,Meta Ads,703.08,85390,1613,62,6482.26
2025-06-25,LinkedIn Ads,466.47,42094,2024,61,4469.47
2025-06-25,Email,97.21,7202,161,7,644.51
2025-06-25,Organic,0.0,3110,91,2,168.51
2025-06-26,Google Ads,1037.84,106090,5155,260,27047.62
2025-06-26,Meta Ads,529.24,68603,1892,79,7259.38
2025-06-26,LinkedIn Ads,423.31,36834,1033,33,3651.36
2025-06-26,Email,114.94,9004,293,18,1506.15
2025-06-26,Organic,0.0,5535,253,3,214.91
2025-06-27,Google Ads,708.25,66292,2438,122,11263.23
2025-06-27,Meta Ads,548.09,43876,1202,53,4517.97
2025-06-27,LinkedIn Ads,479.04,38009,1401,48,3921.14
2025-06-27,Email,97.73,9266,153,11,1003.0
2025-06-27,Organic,0.0,5522,237,4,452.98
2025-06-28,Google Ads,907.19,97264,3317,179,19430.8
2025-06-28,Meta Ads,677.6,72987,2943,131,6257.9
2025-06-28,LinkedIn Ads,471.94,52759,2741,94,8339.41
2025-06-28,Email,158.49,17479,909,72,6571.47
2025-06-28,Organic,0.0,3169,150,0,0.0
2025-06-29,Google Ads,761.78,67031,2728,148,16151.49
2025-06-29,Meta Ads,844.94,77523,3717,166,10541.45
2025-06-29,LinkedIn Ads,347.53,26618,1340,47,4908.72
2025-06-29,Email,86.79,6206,264,20,1654.61
2025-06-29,Organic,0.0,2600,76,0,0.0
